user_id,item_id,No.,timestamp,rating,duration,emo_valence,emo_arousal
1,132,1,1625022948,4,96.59,0.33599999999999985,-0.79
1,707,2,1625023059,4,92.13,0.32000000000000006,-0.834
1,17,3,1625023164,5,98.73,0.39800000000000013,-0.014000000000000012
1,605,4,1625023278,3,92.68,-0.1140000000000001,-0.21799999999999997
1,826,5,1625023384,5,93.56,0.3780000000000001,-0.29000000000000004
1,524,6,1625023501,3,91.62,0.07800000000000007,0.44599999999999995
1,3,7,1625023605,2,92.64,-0.05599999999999994,-0.706
1,516,8,1625023706,4,95.36,0.04800000000000004,0.5119999999999998
1,995,9,1625023810,2,91.36,-0.384,0.3799999999999999
1,873,10,1625023910,2,104.67,-0.0020000000000000018,-0.722
1,461,11,1625024045,2,91.57,-0.13,-0.374
1,453,12,1625024147,3,85.57,0.03400000000000003,0.49
1,597,13,1625024242,4,98.92,0.22599999999999998,0.02400000000000002
1,395,14,1625024347,4,110.2,-0.04799999999999993,0.4680000000000002
1,793,15,1625024470,4,87.95,0.19799999999999995,0.3799999999999999
1,740,16,1625024580,3,85.85,0.1259999999999999,-0.662
1,823,17,1625024670,3,90.63,-0.22999999999999998,0.17400000000000015
1,720,18,1625024763,2,92.45,-0.06999999999999995,-0.12
1,364,19,1625024860,3,83.18,0.006000000000000005,-0.21799999999999997
1,120,20,1625024947,5,82.53,0.18400000000000016,-0.31799999999999995
2,120,1,1626588236,4,113.95,0.252,-0.13
2,863,2,1626588355,3,140.23,0.03600000000000003,-0.28
2,364,3,1626588498,3,128.8,-0.16599999999999993,-0.19799999999999995
2,3,4,1626588631,3,126.29,-0.19799999999999995,-0.4620000000000001
2,395,5,1626588761,3,134.33,-0.05799999999999994,-0.15000000000000002
2,826,6,1626588908,4,122.4,0.1359999999999999,-0.16200000000000003
2,132,7,1626589033,4,131.06,0.1479999999999999,-0.32200000000000006
2,720,8,1626589166,3,127.14,-0.21400000000000008,-0.37
2,597,9,1626589296,3,126.77,0.1359999999999999,-0.29000000000000004
2,468,10,1626589425,4,136.56,0.18799999999999994,-0.32799999999999996
2,740,11,1626589570,3,134.3,0.10200000000000009,-0.242
2,5,12,1626589706,5,128.33,0.22199999999999998,-0.5
2,873,13,1626589837,2,121.9,-0.025999999999999912,-0.544
2,17,14,1626589962,4,123.62,-0.052000000000000046,-0.06999999999999995
2,946,15,1626590087,5,126.8,0.19999999999999996,-0.30599999999999994
2,676,16,1626590228,5,123.77,-0.06999999999999995,0.1399999999999999
2,995,17,1626590354,3,133.21,-0.005999999999999894,0.23199999999999998
2,707,18,1626590490,3,116.12,0.15200000000000014,-0.30200000000000005
2,524,19,1626590608,4,136.18,0.07400000000000007,0.3659999999999999
2,793,20,1626590745,5,,0.3840000000000001,0.29000000000000004
3,132,1,1625305695,4,104.11,0.21999999999999997,-0.18599999999999994
3,707,2,1625305813,2,123.02,0.06400000000000006,-0.1359999999999999
3,17,3,1625305956,4,104.23,0.32800000000000007,-0.17400000000000004
3,605,4,1625306072,2,117.25,0.04200000000000004,0.35199999999999987
3,826,5,1625306197,3,104.69,0.11599999999999988,0.246
3,524,6,1625306385,1,105.29,-0.025999999999999912,0.6340000000000001
3,3,7,1625306502,1,104.3,-0.03799999999999992,0.6180000000000001
3,516,8,1625306625,3,105.83,0.17599999999999993,0.42400000000000015
3,995,9,1625306747,3,97.68,0.008000000000000007,0.722
3,873,10,1625306862,1,101.05,-0.31200000000000006,-0.2859999999999999
3,461,11,1625307017,2,101.03,-0.04799999999999993,0.40800000000000014
3,453,12,1625307128,4,106.8,0.22999999999999998,0.1359999999999999
3,597,13,1625307244,1,106.99,-0.30000000000000004,-0.352
3,395,14,1625307362,3,101.14,0.0020000000000000018,0.3859999999999999
3,793,15,1625307476,2,112.17,-0.03599999999999992,0.6399999999999999
3,740,16,1625307641,3,102.93,0.14400000000000013,-0.43399999999999994
3,823,17,1625307752,4,98.54,0.20199999999999996,0.4019999999999999
3,720,18,1625307860,3,108.7,0.006000000000000005,-0.30799999999999994
3,364,19,1625307985,4,98.94,0.22599999999999998,-0.18599999999999994
3,120,20,1625308091,3,105.41,0.256,-0.21400000000000008
4,132,1,1626065726,4,103.62,0.11599999999999988,-0.258
4,707,2,1626065851,3,108.56,0.14200000000000013,-0.09599999999999997
4,17,3,1626065979,2,111.41,-0.09400000000000008,0.5319999999999998
4,863,4,1626066106,5,137.79,0.25,-0.522
4,826,5,1626066261,4,116.01,0.27,-0.30599999999999994
4,524,6,1626066417,4,126.32,-0.05799999999999994,-0.43600000000000005
4,3,7,1626066565,2,105.21,-0.17799999999999994,0.264
4,676,8,1626066686,3,93.89,0.21199999999999997,0.13400000000000012
4,995,9,1626066797,1,121.89,-0.37,0.6399999999999999
4,873,10,1626066933,2,112.58,-0.09400000000000008,0.19799999999999995
4,5,11,1626067079,3,98.62,0.1120000000000001,0.56
4,468,12,1626067195,2,120.59,-0.07200000000000006,0.5319999999999998
4,597,13,1626067329,3,101.13,0.07800000000000007,0.516
4,395,14,1626067447,3,100.48,0.20199999999999996,0.6619999999999999
4,793,15,1626067564,2,100.63,-0.17599999999999993,0.5759999999999998
4,740,16,1626067730,1,101.73,-0.15599999999999992,0.3540000000000001
4,946,17,1626067848,1,95.02,-0.236,0.6399999999999999
4,720,18,1626067956,3,101.23,0.21599999999999997,0.18199999999999994
4,364,19,1626068079,2,128.48,-0.19200000000000006,0.6019999999999999
4,120,20,1626068225,3,110.74,0.22999999999999998,0.3600000000000001
5,132,1,1626086170,3,116.42,0.28800000000000003,-0.538
5,707,2,1626086295,3,137.21,0.09799999999999986,-0.268
5,17,3,1626086447,3,185.35,0.07400000000000007,-0.11199999999999999
5,605,4,1626086646,4,155.26,-0.352,-0.30200000000000005
5,826,5,1626086829,3,124.87,0.3780000000000001,-0.28400000000000003
5,524,6,1626087014,5,158.01,0.21599999999999997,0.41999999999999993
5,3,7,1626087185,3,147.22,0.10599999999999987,0.56
5,516,8,1626087350,3,171.68,0.17999999999999994,0.3500000000000001
5,995,9,1626087527,4,181.55,0.21999999999999997,-0.478
5,873,10,1626087714,2,102.82,0.09799999999999986,-0.694
5,461,11,1626087848,4,187.53,0.2919999999999998,-0.49
5,453,12,1626088042,3,136.97,0.1299999999999999,0.42400000000000015
5,597,13,1626088191,3,136.88,0.16999999999999993,-0.35
5,395,14,1626088344,2,117.8,0.03400000000000003,0.5319999999999998
5,793,15,1626088468,3,212.89,0.09799999999999986,0.5700000000000001
